frame 0
381	273	18
382	273	17
365	280	14
366	280	14
404	306	22
404	305	21
337	357	19
336	359	19
343	355	11
344	354	10
344	345	18
348	351	17
315	177	8
314	177	7
354	350	14
353	350	14
258	100	17
255	96	17
235	152	7
235	154	7
146	277	19
-2147483648	-2147483648	-2147483648
250	148	7
251	150	7
430	344	9
430	343	9
232	157	7
233	156	7
287	164	6
286	164	6
209	168	11
209	167	11
149	179	13
-2147483648	-2147483648	-2147483648
255	96	19
254	96	19
314	369	16
315	370	15
319	369	16
317	370	16
337	363	20
336	361	19
frame 9
343	19	9
344	20	8
275	140	10
275	141	10
344	169	8
345	170	8
317	174	13
318	174	13
131	273	5
132	273	4
422	353	11
422	353	11
355	346	13
353	348	12
345	350	9
345	350	9
227	361	4
227	361	4
382	273	17
381	273	17
366	280	15
365	280	15
404	305	22
404	307	21
331	361	15
331	362	14
344	355	11
345	353	10
314	177	8
313	177	7
353	350	15
352	349	14
233	155	7
233	155	7
251	149	7
251	149	7
430	342	9
423	353	8
286	163	5
285	164	5
209	167	11
209	166	11
254	96	18
254	96	18
313	370	15
314	370	15
319	369	16
317	370	15
198	168	6
199	169	5
310	370	9
310	370	9
337	360	20
337	360	20
frame 10
345	19	10
344	19	9
274	140	11
274	141	10
344	169	7
345	170	6
318	174	14
317	173	14
131	273	5
131	273	5
422	353	10
422	353	9
355	346	13
354	348	13
344	346	17
347	348	16
227	361	4
227	360	4
381	273	17
381	274	17
365	280	14
366	281	14
404	307	22
405	308	21
330	363	15
332	364	15
343	355	10
344	351	10
313	176	8
313	177	8
353	352	12
352	351	12
235	153	7
233	154	7
250	147	7
252	148	7
285	164	6
291	168	7
209	166	11
211	166	11
254	96	18
255	97	18
313	370	16
315	370	16
317	369	15
316	370	15
199	169	6
211	167	7
309	370	9
-2147483648	-2147483648	-2147483648
337	361	19
338	360	19
230	157	7
231	156	7
364	261	5
-2147483648	-2147483648	-2147483648
346	350	9
347	350	9
291	166	13
292	167	13
357	337	18
356	338	18
253	150	7
253	149	7
344	347	12
346	348	12
344	346	18
347	348	18
353	350	15
353	349	14
