frame 0
0	277	139	9
0	252	151	7
0.392	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 4	284	162	6
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0.72449	285	163	6
object 5	346	169	8
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0.731405	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 6	319	174	14
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0.662791	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 7	132	271	4
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0.75	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 8	366	281	15
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0.673759	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 9	177	319	7
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 10	426	352	10
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0.17	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 11	346	351	11
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0.057971	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 12	420	356	9
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0.205128	422	355	9
0.0196078	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 13	355	351	14
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0.465587	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 14	344	356	11
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0.251497	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 15	335	359	14
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0.466667	334	361	13
0.0653753	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0.0227273	331	365	12
0.0153846	337	364	19
0	285	163	6
object 16	227	362	4
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0.646341	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 17	329	366	13
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0.00378788	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0.3902	331	365	12
0	337	364	19
0	285	163	6
object 18	266	370	8
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0.59292	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 19	256	99	18
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 20	150	179	14
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 21	251	91	19
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0.241758	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 22	381	274	18
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0.670213	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 23	404	306	22
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0.577586	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 24	366	317	20
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0.59633	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 25	337	359	18
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0.262411	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0.0833333	337	364	19
0	285	163	6
object 26	350	349	19
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 27	147	277	20
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0.591837	147	278	19
0	331	365	12
0	337	364	19
0	285	163	6
object 28	330	366	16
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0.004662	334	361	13
0	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0.0934426	331	365	12
0	337	364	19
0	285	163	6
object 29	339	365	20
0	345	22	6
0	277	139	9
0	252	151	7
0	235	154	6
0	347	170	8
0	319	174	14
0	132	272	4
0	422	355	9
0	424	354	10
0	354	351	14
0	344	354	10
0	227	362	4
0	334	361	13
0.0857143	337	362	18
0	266	371	7
0	252	93	18
0	382	275	18
0	366	282	15
0	403	306	21
0	366	318	21
0	147	278	19
0	331	365	12
0.306533	337	364	19
0	285	163	6
frame 2
object 0	345	22	5
0.528205	344	23	7
0	276	139	10
0	251	151	7
0	249	151	7
0	347	169	7
0	318	174	14
